BMS老化测试详细判定报表

基本信息
通道号,1
货架号,
主机条码,未知主机
测试配方,CA550_Loop_Test_100x
测试开始时间,2026-07-02 17:04:54
测试结束时间,2026-07-02 17:10:59
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
Cycle 1 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:04:55
Cycle 1 - 输出 3.3V,V,3.2,3.4,3.3,PASS,2.02,2026-07-02 17:04:57
Cycle 1 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.62,2026-07-02 17:04:58
Cycle 2 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.27,2026-07-02 17:04:59
Cycle 2 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:05:01
Cycle 2 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:01
Cycle 3 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:05:03
Cycle 3 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.29,2026-07-02 17:05:04
Cycle 3 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:05
Cycle 4 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.06,2026-07-02 17:05:06
Cycle 4 - 输出 3.3V,V,3.2,3.4,3.3,PASS,2.07,2026-07-02 17:05:08
Cycle 4 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:09
Cycle 5 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.07,2026-07-02 17:05:10
Cycle 5 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:05:11
Cycle 5 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.62,2026-07-02 17:05:11
Cycle 6 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.19,2026-07-02 17:05:13
Cycle 6 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:05:14
Cycle 6 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:14
Cycle 7 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:05:16
Cycle 7 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:05:17
Cycle 7 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:18
Cycle 8 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.85,2026-07-02 17:05:20
Cycle 8 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.14,2026-07-02 17:05:21
Cycle 8 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:22
Cycle 9 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:05:23
Cycle 9 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.11,2026-07-02 17:05:24
Cycle 9 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:25
Cycle 10 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:05:27
Cycle 10 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.31,2026-07-02 17:05:28
Cycle 10 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:29
Cycle 11 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.86,2026-07-02 17:05:31
Cycle 11 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.28,2026-07-02 17:05:32
Cycle 11 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:33
Cycle 12 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.00,2026-07-02 17:05:35
Cycle 12 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.92,2026-07-02 17:05:37
Cycle 12 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:37
Cycle 13 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:05:39
Cycle 13 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.29,2026-07-02 17:05:40
Cycle 13 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:41
Cycle 14 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.07,2026-07-02 17:05:42
Cycle 14 - 输出 3.3V,V,3.2,3.4,3.3,PASS,2.09,2026-07-02 17:05:44
Cycle 14 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:45
Cycle 15 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.07,2026-07-02 17:05:46
Cycle 15 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:05:47
Cycle 15 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.62,2026-07-02 17:05:47
Cycle 16 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.27,2026-07-02 17:05:49
Cycle 16 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.88,2026-07-02 17:05:51
Cycle 16 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:51
Cycle 17 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.86,2026-07-02 17:05:53
Cycle 17 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:05:54
Cycle 17 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:55
Cycle 18 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.86,2026-07-02 17:05:57
Cycle 18 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:05:58
Cycle 18 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:05:58
Cycle 19 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.06,2026-07-02 17:05:59
Cycle 19 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.29,2026-07-02 17:06:01
Cycle 19 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:01
Cycle 20 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.02,2026-07-02 17:06:03
Cycle 20 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.93,2026-07-02 17:06:05
Cycle 20 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:06
Cycle 21 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.85,2026-07-02 17:06:08
Cycle 21 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.14,2026-07-02 17:06:09
Cycle 21 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:10
Cycle 22 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:06:11
Cycle 22 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.15,2026-07-02 17:06:13
Cycle 22 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:13
Cycle 23 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:06:15
Cycle 23 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.29,2026-07-02 17:06:16
Cycle 23 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:17
Cycle 24 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.06,2026-07-02 17:06:18
Cycle 24 - 输出 3.3V,V,3.2,3.4,3.3,PASS,2.09,2026-07-02 17:06:20
Cycle 24 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:21
Cycle 25 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.07,2026-07-02 17:06:22
Cycle 25 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.12,2026-07-02 17:06:23
Cycle 25 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.62,2026-07-02 17:06:23
Cycle 26 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.27,2026-07-02 17:06:25
Cycle 26 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.88,2026-07-02 17:06:27
Cycle 26 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:27
Cycle 27 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.85,2026-07-02 17:06:29
Cycle 27 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:06:30
Cycle 27 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:31
Cycle 28 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.86,2026-07-02 17:06:33
Cycle 28 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:06:34
Cycle 28 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:34
Cycle 29 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.85,2026-07-02 17:06:36
Cycle 29 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:06:37
Cycle 29 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:38
Cycle 30 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.06,2026-07-02 17:06:39
Cycle 30 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.11,2026-07-02 17:06:40
Cycle 30 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:41
Cycle 31 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.02,2026-07-02 17:06:43
Cycle 31 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.91,2026-07-02 17:06:45
Cycle 31 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.62,2026-07-02 17:06:45
Cycle 32 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.02,2026-07-02 17:06:47
Cycle 32 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:06:49
Cycle 32 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:49
Cycle 33 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.84,2026-07-02 17:06:51
Cycle 33 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.24,2026-07-02 17:06:52
Cycle 33 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:53
Cycle 34 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.87,2026-07-02 17:06:55
Cycle 34 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.88,2026-07-02 17:06:57
Cycle 34 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:06:57
Cycle 35 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.06,2026-07-02 17:06:58
Cycle 35 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.11,2026-07-02 17:06:59
Cycle 35 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:07:00
Cycle 36 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.02,2026-07-02 17:07:02
Cycle 36 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.90,2026-07-02 17:07:04
Cycle 36 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.65,2026-07-02 17:07:05
Cycle 37 - 输出 1.5V,V,1.4,1.6,1.5,PASS,2.02,2026-07-02 17:07:07
Cycle 37 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.13,2026-07-02 17:07:08
Cycle 37 - 输出关闭,V,-0.1,0.1,0.0,PASS,0.61,2026-07-02 17:07:08
