BMS老化测试详细判定报表

基本信息
通道号,1
货架号,
主机条码,未知主机
测试配方,CA550_Loop_Test_100x
测试开始时间,2026-07-03 09:07:26
测试结束时间,2026-07-03 09:14:06
测试总判定,PASS

详细判定数据
测试项名称,单位,下限,上限,测量值,判定结果,执行时间(秒),记录时间
Cycle 1 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 09:07:27
Cycle 1 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 09:07:29
Cycle 1 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.02,2026-07-03 09:07:30
Cycle 2 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:07:31
Cycle 2 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 09:07:33
Cycle 2 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.03,2026-07-03 09:07:34
Cycle 3 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.47,2026-07-03 09:07:35
Cycle 3 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.56,2026-07-03 09:07:37
Cycle 3 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:07:38
Cycle 4 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.40,2026-07-03 09:07:39
Cycle 4 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.55,2026-07-03 09:07:41
Cycle 4 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.03,2026-07-03 09:07:42
Cycle 5 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.49,2026-07-03 09:07:43
Cycle 5 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.51,2026-07-03 09:07:45
Cycle 5 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:07:46
Cycle 6 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.53,2026-07-03 09:07:47
Cycle 6 - 输出 3.3V,V,3.2,3.4,3.3,PASS,1.53,2026-07-03 09:07:49
Cycle 6 - 输出关闭,V,-0.1,0.1,0.0,PASS,1.01,2026-07-03 09:07:50
Cycle 7 - 输出 1.5V,V,1.4,1.6,1.5,PASS,1.45,2026-07-03 09:07:51
